Plaintext,Modified_Plaintext,Key,Speck_ECB_Avalanche,Speck_CBC_Avalanche,Speck_CFB_Avalanche,Speck_OFB_Avalanche,Speck_CTR_Avalanche,Present_ECB_Avalanche,Present_CBC_Avalanche,Present_CFB_Avalanche,Present_OFB_Avalanche,Present_CTR_Avalanche,Clefia_ECB_Avalanche,Clefia_CBC_Avalanche,Clefia_CFB_Avalanche,Clefia_OFB_Avalanche,Clefia_CTR_Avalanche
hamster diagram private dutch cause delay private meat slide toddler razor book happy fancy gospel tennis maple dilemma loan word shrug inflict delay length,hamster diagram private dutch cause delay private meat slide toddler razor book happy fancy gospel tennis maple dilemma loan word shrug inflict delay scheme,5390 26d4 fa7f feb2 4b09 6308 4096 8ed1 e107 a343 d3e1 47b4 67d7 7c9e 7af6 f204,0.05090054815974941,0.525,0.5272435897435898,0.5060144346431436,0.52421875,0.04921875,0.5019546520719312,0.484775641025641,0.483974358974359,0.48162627052384677,0.04921875,0.49335418295543393,0.4935897435897436,0.4855769230769231,0.472243940578577
scheme spot photo card baby mountain device kick cradle pact join borrow,scheme spot photo card baby mountain device kick cradle pact join horn,85ea 064c 1c58 f74c 2bd8 4a2e c247 35e1 2599 8aef 8281 8788 5c34 ac00 7f4b daba,0.10485133020344288,0.5265625,0.4600694444444444,0.5408695652173913,0.546875,0.4640625,0.5226917057902973,0.4817391304347826,0.4878472222222222,0.49921507064364207,0.10328638497652583,0.496875,0.5121951219512195,0.4634146341463415,0.484375
horn tenant knee talent sponsor spell gate clip pulse soap slush warm silver nephew swap uncle crack brave,horn tenant knee talent sponsor spell gate clip pulse soap slush warm silver nephew swap uncle crack panda,bdac ba85 e22f 01f2 e5e1 3457 f8db 0ef5 0432 c548 21e2 2ed4 833a 0a57 b53a ee57,0.07366071428571429,0.5324384787472036,0.5330188679245284,0.4893867924528302,0.4849162011173184,0.06823266219239374,0.5245535714285714,0.5106132075471698,0.5047169811320755,0.48660714285714285,0.087248322147651,0.49441964285714285,0.4988207547169811,0.5094562647754137,0.5212053571428571
panda eyebrow bullet gorilla call smoke muffin taste mesh discover soft ostrich alcohol speed nation flash devote level hobby quick inner drive ghost inside,panda eyebrow bullet gorilla call smoke muffin taste mesh discover soft ostrich alcohol speed nation flash devote level hobby quick inner drive ghost cat,70e8 72ac 42ea 0fb9 d82d cf6c 8878 a055 0074 9f9a 5d4d 9877 d743 a5fe 7a46 b8c9,0.05234375,0.5,0.4843373493975904,0.5132530120481927,0.49453125,0.05234375,0.48671875,0.49318364073777066,0.4967948717948718,0.49921875,0.048513302034428794,0.47890625,0.4855072463768116,0.5024077046548957,0.51328125
cat swing flag economy stadium alone churn speed unique patch report train,cat swing flag economy stadium alone churn speed unique patch report light,58a5 671e ccd0 5012 cd30 7c0c 9bb9 1be7 f2de d7d4 8393 b2a9 3919 0ee0 6a6c c699,0.10344827586206896,0.490625,0.47884940778341795,0.4602368866328257,0.5047021943573667,0.1078125,0.471875,0.49493243243243246,0.4831081081081081,0.48982785602503914,0.10675039246467818,0.5023474178403756,0.48817567567567566,0.48817567567567566,0.4703125
light rule cinnamon wrap drastic word pride squirrel upgrade then income fatal apart sustain crack supply proud access,light rule cinnamon wrap drastic word pride squirrel upgrade then income fatal apart sustain crack supply proud all,1314 53cc c9b6 df42 72fc f56f 3d78 28e7 5b00 bb6d 8d84 eca9 0b9b 24f3 efda 4831,0.0673828125,0.4873046875,0.5116525423728814,0.4968220338983051,0.48778103616813295,0.027168234064785787,0.5010416666666667,0.5,0.5233050847457628,0.5119916579770595,0.06744868035190615,0.4951171875,0.49522799575821846,0.4925531914893617,0.525390625
all hour make first leader extend hole alien behind guard gospel lava path output census museum junior mass reopen famous sing advance salt reform,all hour make first leader extend hole alien behind guard gospel lava path output census museum junior mass reopen famous sing advance salt vessel,515f 340f 4473 371f 2c03 3822 05cc 3c33 9f78 8669 001a 2b91 a387 e747 0819 8ffd,0.1140625,0.5297339593114241,0.4657534246575342,0.5154109589041096,0.4953125,0.05592105263157895,0.4901315789473684,0.5008561643835616,0.5136986301369864,0.515650741350906,0.10078125,0.49375,0.5085616438356164,0.5012853470437018,0.4953125
vessel ladder alter error federal sibling chat ability sun glass valve picture,vessel ladder alter error federal sibling chat ability sun glass valve scissors,ef17 1f8c ae7d 12ff cfbf 08e1 91a7 4cf8 b1a6 5aa1 70b8 d379 9512 ba6d ef1e 982f,0.11598746081504702,0.45625,0.5205696202531646,0.5126582278481012,0.5046875,0.09702660406885759,0.5015625,0.5095238095238095,0.4666666666666667,0.4984375,0.090625,0.515625,0.5151033386327504,0.48417721518987344,0.49921752738654146
scissors invite lock maple supreme raw rapid void congress muscle digital elegant little brisk hair mango congress clump,scissors invite lock maple supreme raw rapid void congress muscle digital elegant little brisk hair mango congress void,81ec 94bc 64fb 456c d1d5 b0e8 2661 3454 8805 1df9 c77a 301c 77da 3ed2 ea5a 6d10,0.06256109481915934,0.51171875,0.4791666666666667,0.5364583333333334,0.4946236559139785,0.47352941176470587,0.5107421875,0.47126436781609193,0.5135699373695198,0.46920821114369504,0.0556640625,0.4995112414467253,0.47758081334723673,0.509926854754441,0.478515625
void come effort suffer camp survey warrior heavy shoot primary clutch crush open amazing screen patrol group space point ten exist slush involve unfold,void come effort suffer camp survey warrior heavy shoot primary clutch crush open amazing screen patrol group space point ten exist slush involve abdikace,6ff0 a40b 1bfe 4982 5fa0 a90a 4810 78c4 3de9 15d3 817d 934b da08 e4bb 2701 a59a,0.04921875,0.49609375,0.49147034930950445,0.48295454545454547,0.486697965571205,0.04925723221266615,0.5,0.5202922077922078,0.4967479674796748,0.48828125,0.053125,0.50390625,0.48984565393988627,0.5052888527257934,0.51953125
abdikace abdikace abdikace abdikace abdikace abdikace abdikace abdikace abdikace abdikace abdikace agrese,abdikace abdikace abdikace abdikace abdikace abdikace abdikace abdikace abdikace abdikace abdikace abaisser,39b4 334e 0c89 5af1 eec5 70c2 66f6 8e18 7059 6af1 42c8 23a9 568a 0c75 cf0c eea5,0.07477678571428571,0.4888392857142857,0.4976635514018692,0.5198598130841121,0.5044642857142857,0.0670391061452514,0.5100446428571429,0.49473684210526314,0.4994152046783626,0.49776785714285715,0.07477678571428571,0.49441964285714285,0.5105140186915887,0.5152224824355972,0.5357142857142857
abaisser abaisser abaisser abaisser abaisser abaisser abaisser abaisser abaisser abaisser abaisser abeille,abaisser abaisser abaisser abaisser abaisser abaisser abaisser abaisser abaisser abaisser abaisser abaco,4f78 f01d 8224 be02 1b7f 57c2 9fc2 dbae fa8e d2bb 0638 c2ee 3b4f 6d3e 8330 1884,0.0703125,0.46868008948545864,0.5129716981132075,0.5082547169811321,0.5089285714285714,0.0782122905027933,0.4759776536312849,0.5035377358490566,0.4589774078478002,0.49441964285714285,0.07254464285714286,0.4765625,0.4846698113207547,0.48702830188679247,0.4966517857142857
abaco abaco abaco abaco abaco abaco abaco abaco abaco abaco abaco abete,abaco abaco abaco abaco abaco abaco abaco abaco abaco abaco abaco abacate,9102 377a 251b 0ffd f720 3e4b 5878 88b6 1ee7 d99f 4902 5d99 2027 8b67 b352 5de9,0.09546165884194054,0.5007824726134585,0.5085616438356164,0.4845890410958904,0.490625,0.4703125,0.4796875,0.4691780821917808,0.4777397260273973,0.48200312989045385,0.0921875,0.503125,0.5171821305841925,0.5136986301369864,0.4875
あいこくしん　あいこくしん　あいこくしん　あいこくしん　あいこくしん　あいこくしん　あいこくしん　あいこくしん　あいこくしん　あいこくしん　あいこくしん　あおぞら,あおぞら　あいこくしん　あいこくしん　あいこくしん　あいこくしん　あいこくしん　あいこくしん　あいこくしん　あいこくしん　あいこくしん　あいこくしん　あいこくしん,ddf2 1a5e 9021 9fec 786c 1e5e fcb8 9cc5 d329 af45 009b d6d1 1575 e6d8 830b 3e47,0.5002442598925256,0.5146484375,0.5155058464667006,0.5025406504065041,0.49609375,0.515625,0.4873991935483871,0.4949186991869919,0.4994918699186992,0.5063035804336863,0.49658203125,0.509765625,0.505589430894309,0.5157520325203252,0.50244140625
가격 가격 가격 가격 가격 가격 가격 가격 가격 가격 가격 가능,가격 가격 가격 가격 가격 가격 가격 가격 가격 가격 가격 가능 くしん,137e a64f 5580 f263 b38c 61c2 d645 2d0c 49b9 642a 2ea3 27b0 c43b 0113 a6aa eda7,0.11598557692307693,0.49278846153846156,0.5080845771144279,0.5003111387678905,0.49038461538461536,0.09254807692307693,0.49278846153846156,0.5183571873055383,0.507778469197262,0.49669272399278414,0.11838942307692307,0.5180288461538461,0.5087064676616916,0.503125,0.4969951923076923
abacate abacate abacate abacate abacate abacate abacate abacate abacate abacate abacate abater,abacate abacate abacate abacate abacate abacate abacate abacate abacate abacate abacate abaisser,9eab c619 9c5c 729f b3d3 167f 30fd 8b84 8db7 beef 4a34 b9d1 fa43 d308 e1ce 41da,0.20870535714285715,0.4949720670391061,0.4973958333333333,0.4863102998696219,0.515625,0.11658653846153846,0.5096153846153846,0.49673202614379086,0.49674054758800523,0.4951923076923077,0.21428571428571427,0.48044692737430167,0.5228161668839635,0.5143229166666666,0.5089285714285714
