Plaintext,Modified_Plaintext,Key,Speck_ECB_Avalanche,Speck_CBC_Avalanche,Speck_CFB_Avalanche,Speck_OFB_Avalanche,Speck_CTR_Avalanche,Present_ECB_Avalanche,Present_CBC_Avalanche,Present_CFB_Avalanche,Present_OFB_Avalanche,Present_CTR_Avalanche,Clefia_ECB_Avalanche,Clefia_CBC_Avalanche,Clefia_CFB_Avalanche,Clefia_OFB_Avalanche,Clefia_CTR_Avalanche
letter advice cage absurd amount doctor acoustic avoid letter advice cage absurd amount doctor acoustic avoid letter advice cage absurd amount doctor acoustic bless,zoo advice cage absurd amount doctor acoustic avoid letter advice cage absurd amount doctor acoustic avoid letter advice cage absurd amount doctor acoustic bless,b05d 7601 1359 f19c 5445 e17a 04bc b788 9f0c 06ee a210 db5f f383 b0b9 32cf 2447,0.5092329545454546,0.5149147727272727,0.5011441647597255,0.509534706331045,0.4836647727272727,0.4962797619047619,0.48214285714285715,0.4839939024390244,0.4813119755911518,0.49255952380952384,0.4683724235963042,0.4950284090909091,0.5,0.5045871559633027,0.5056818181818182
zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo vote,ozone zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo,143f 805e 054e f093 d850 7f94 a08a eefc 4085 693a 6385 e114 6328 4321 651c 9fde,0.45200892857142855,0.5184357541899441,0.5038659793814433,0.4961340206185567,0.5027932960893855,0.46274038461538464,0.515625,0.51875808538163,0.5129533678756477,0.47716346153846156,0.48044692737430167,0.49776785714285715,0.5116580310880829,0.5077319587628866,0.5256696428571429
ozone drill grab fiber curtain grace pudding thank cruise elder eight picnic,machine drill grab fiber curtain grace pudding thank cruise elder eight picnic,bb58 919e d531 b6ad 3c9c 1884 2a6c 0c90 2be2 b4e4 58bf 735d 39cb 553a 7784 dc42,0.49608763693270735,0.50625,0.48717948717948717,0.499194847020934,0.475,0.5078125,0.4828125,0.48717948717948717,0.5064102564102564,0.5078125,0.48125,0.4953125,0.5040128410914928,0.5184590690208668,0.5125
gravity machine north sort system female filter attitude volume fold club stay feature office ecology stable narrow fog,hamster machine north sort system female filter attitude volume fold club stay feature office ecology stable narrow fog,4346 53a6 e904 baf3 5d14 b153 f730 e92f e2cf 4866 1876 bac1 f639 1f1b ed70 d22e,0.0625,0.4736328125,0.5210084033613446,0.49209694415173866,0.4892578125,0.035416666666666666,0.5104166666666666,0.5178571428571429,0.4647739221871714,0.525,0.076171875,0.482421875,0.5252100840336135,0.5031512605042017,0.49706457925636005
hamster diagram private dutch cause delay private meat slide toddler razor book happy fancy gospel tennis maple dilemma loan word shrug inflict delay length,scheme diagram private dutch cause delay private meat slide toddler razor book happy fancy gospel tennis maple dilemma loan word shrug inflict delay length,97ea 71ca 58a3 6a79 550d 171a 1cee 23ce 4164 c465 5ee6 c253 4cf5 4733 84c8 5c4b,0.51875,0.5078125,0.4630225080385852,0.5172413793103449,0.5191555903049258,0.50546875,0.50859375,0.48717948717948717,0.49357945425361155,0.5015625,0.4984375,0.5140845070422535,0.5012028869286287,0.5240384615384616,0.49140625
scheme spot photo card baby mountain device kick cradle pact join borrow,horn spot photo card baby mountain device kick cradle pact join borrow,8dc5 4e6e b886 f3f8 4acf 3305 4256 6d8a 69f9 ff77 8325 9847 eb12 c555 085d 237b,0.515625,0.4828125,0.46956521739130436,0.4756944444444444,0.50625,0.46635367762128327,0.5203125,0.4651567944250871,0.4583333333333333,0.5179968701095462,0.4734375,0.490625,0.5130434782608696,0.4947916666666667,0.5125
horn tenant knee talent sponsor spell gate clip pulse soap slush warm silver nephew swap uncle crack brave,panda tenant knee talent sponsor spell gate clip pulse soap slush warm silver nephew swap uncle crack brave,74d4 fcae 8f5e 2564 3823 1a9f af52 c173 cd5d 4327 5ce8 7be8 984d c5d1 403f 708a,0.5016759776536313,0.5078125,0.5011709601873536,0.5175644028103045,0.4793296089385475,0.5027932960893855,0.5100446428571429,0.5035046728971962,0.5169590643274854,0.5279017857142857,0.5206703910614525,0.5178571428571429,0.5252051582649473,0.4988262910798122,0.46986607142857145
panda eyebrow bullet gorilla call smoke muffin taste mesh discover soft ostrich alcohol speed nation flash devote level hobby quick inner drive ghost inside,cat eyebrow bullet gorilla call smoke muffin taste mesh discover soft ostrich alcohol speed nation flash devote level hobby quick inner drive ghost inside,f650 101f cc0d 139a ae0c 9a0a e1f8 aed8 3642 d8bc 4b9c 7df6 063d fc07 3511 256e,0.48671875,0.49375,0.5024038461538461,0.51242983159583,0.475,0.4870992963252541,0.5074276778733385,0.5064102564102564,0.48796147672552165,0.509773260359656,0.4941360437842064,0.4745497259201253,0.5096153846153846,0.5036144578313253,0.50625
cat swing flag economy stadium alone churn speed unique patch report train,light swing flag economy stadium alone churn speed unique patch report train,1095 fd5f d77a d96a 3cf2 c036 4beb 0517 bd92 77f3 9fdf 3853 7fdc c777 0cc5 963c,0.4875,0.49765258215962443,0.5213815789473685,0.5213815789473685,0.496875,0.5171875,0.4921875,0.4506578947368421,0.4901315789473684,0.5140625,0.5282131661442007,0.4953125,0.5238879736408567,0.4900662251655629,0.48513302034428796
light rule cinnamon wrap drastic word pride squirrel upgrade then income fatal apart sustain crack supply proud access,all rule cinnamon wrap drastic word pride squirrel upgrade then income fatal apart sustain crack supply proud access,9803 f964 47e8 ad5e 763b 9ecc d422 0ecc 72de 5489 aef6 d6dd 07ab 0e79 a14a 601e,0.5176125244618396,0.4912109375,0.5021186440677966,0.5010593220338984,0.4921875,0.478125,0.5276329509906152,0.524364406779661,0.5259809119830329,0.4942648592283629,0.5004887585532747,0.5141739980449658,0.5154091392136025,0.451271186440678,0.4951171875
all hour make first leader extend hole alien behind guard gospel lava path output census museum junior mass reopen famous sing advance salt reform,vessel hour make first leader extend hole alien behind guard gospel lava path output census museum junior mass reopen famous sing advance salt reform,1574 566c 2b8e e7a4 5255 0030 e220 bd9e e168 a880 bbea d9f2 19a3 6969 c0cb d3ed,0.51796875,0.51328125,0.5159395973154363,0.5096557514693535,0.5019546520719312,0.5024671052631579,0.4975328947368421,0.5327181208053692,0.5214465937762826,0.4901315789473684,0.521875,0.4792806880375293,0.4815126050420168,0.49074074074074076,0.5043002345582487
vessel ladder alter error federal sibling chat ability sun glass valve picture,scissors ladder alter error federal sibling chat ability sun glass valve picture,c002 960d 8df0 5e7b 5f1e a625 3c29 2cbf b0ed 4388 85cf 337f 4f59 cc71 fd7a cc88,0.4986979166666667,0.50390625,0.5015625,0.47335423197492166,0.5078125,0.4943181818181818,0.5127840909090909,0.471875,0.4734375,0.4943181818181818,0.4908854166666667,0.4941022280471822,0.5391849529780565,0.5086342229199372,0.4986979166666667
scissors invite lock maple supreme raw rapid void congress muscle digital elegant little brisk hair mango congress clump,void invite lock maple supreme raw rapid void congress muscle digital elegant little brisk hair mango congress clump,0642 3e08 51b1 d09d 6a57 8dde bfda 5830 25ea dd7f 2f5b 9d64 0ce2 d377 ebff 14a3,0.4921875,0.53125,0.4848800834202294,0.51875,0.5126953125,0.4931372549019608,0.48046875,0.5031380753138075,0.5270833333333333,0.509765625,0.494140625,0.5185546875,0.4864583333333333,0.48333333333333334,0.501953125
void come effort suffer camp survey warrior heavy shoot primary clutch crush open amazing screen patrol group space point ten exist slush involve unfold,abdikace come effort suffer camp survey warrior heavy shoot primary clutch crush open amazing screen patrol group space point ten exist slush involve unfold,70ff 2d31 1f7a fdfc 2081 c0ee fc48 6354 a7e9 ee29 21d2 4f67 3f39 f64f ce36 3117,0.4910086004691165,0.48125,0.4611066559743384,0.5228548516439455,0.51171875,0.4953125,0.50625,0.5048076923076923,0.5277108433734939,0.49726348709929635,0.53203125,0.4984375,0.5048076923076923,0.4935897435897436,0.52265625
abdikace abdikace abdikace abdikace abdikace abdikace abdikace abdikace abdikace abdikace abdikace agrese,abaisser abdikace abdikace abdikace abdikace abdikace abdikace abdikace abdikace abdikace abdikace abdikace,b3af 7c5a d203 0b8f 0abc 4287 9758 fe4b 9417 1057 57e2 40e1 4b5c 187e fe5a af57,0.15290178571428573,0.47879464285714285,0.5099415204678363,0.5175233644859814,0.5234375,0.10044642857142858,0.5167410714285714,0.48598130841121495,0.5175233644859814,0.4921875,0.13616071428571427,0.5167785234899329,0.522196261682243,0.5052631578947369,0.484375
abaisser abaisser abaisser abaisser abaisser abaisser abaisser abaisser abaisser abaisser abaisser abeille,abaco abaisser abaisser abaisser abaisser abaisser abaisser abaisser abaisser abaisser abaisser abaisser,6e4f fcaa 026d cfd4 ba35 75c4 b7eb 0be7 7922 8654 f5c1 bd1d 60a9 3d2e e1ba 148a,0.4888392857142857,0.5016759776536313,0.5011792452830188,0.51357733175915,0.5212053571428571,0.5022321428571429,0.49328859060402686,0.5076741440377804,0.4757969303423849,0.5011160714285714,0.5066964285714286,0.4966517857142857,0.48817966903073284,0.5106132075471698,0.49776785714285715
abaco abaco abaco abaco abaco abaco abaco abaco abaco abaco abaco abete,abacate abaco abaco abaco abaco abaco abaco abaco abaco abaco abaco abaco,11fc e176 7be8 f706 156f 4d8b cdf4 e92b 07a2 e2b7 020b 07cd e3e9 be45 63ce dfcd,0.5047169811320755,0.4875,0.5034364261168385,0.5042881646655232,0.4625,0.1046875,0.5179968701095462,0.4897260273972603,0.48109965635738833,0.4921875,0.490625,0.5109375,0.5378006872852233,0.4802065404475043,0.471875
あいこくしん　あいこくしん　あいこくしん　あいこくしん　あいこくしん　あいこくしん　あいこくしん　あいこくしん　あいこくしん　あいこくしん　あいこくしん　あおぞら,あおぞら　あいこくしん　あいこくしん　あいこくしん　あいこくしん　あいこくしん　あいこくしん　あいこくしん　あいこくしん　あいこくしん　あいこくしん　あいこくしん,7b9c 5dff 0134 6805 3281 06a3 7f0d 2de3 b5c6 3aee 7ca7 0263 b572 adf6 1e2d b282,0.5232046897899365,0.4990234375,0.49588477366255146,0.51440329218107,0.4948705422569614,0.4959677419354839,0.4879032258064516,0.4925373134328358,0.5005144032921811,0.48185483870967744,0.4873046875,0.5087890625,0.5218733916623778,0.5133744855967078,0.505859375
가격 가격 가격 가격 가격 가격 가격 가격 가격 가격 가격 가능,가능 가격 가격 가격 가격 가격 가격 가격 가격 가격 가격 가격,1da8 8392 93a7 6e24 78a1 ed3c 1d67 9f98 4be2 bb83 d808 d49f eae9 a061 f7d9 9917,0.16276041666666666,0.5091145833333334,0.530920060331825,0.497737556561086,0.4921875,0.07528409090909091,0.47083926031294454,0.5045180722891566,0.4675716440422323,0.5056818181818182,0.16276041666666666,0.5052083333333334,0.49096385542168675,0.5301204819277109,0.5026041666666666
abacate abacate abacate abacate abacate abacate abacate abacate abacate abacate abacate abater,abaisser abacate abacate abacate abacate abacate abacate abacate abacate abacate abacate abacate,cb91 f458 8de8 2153 eb72 20b3 2680 a1ea 35f1 1b44 e7b4 99c0 e871 99d4 f6b2 801e,0.45200892857142855,0.5279017857142857,0.4700520833333333,0.4869791666666667,0.4988814317673378,0.53125,0.49759615384615385,0.4876140808344198,0.5123859191655802,0.5351089588377724,0.5217877094972067,0.5150837988826815,0.5078125,0.500651890482399,0.4972067039106145
