Plaintext,Key,Speck_ECB,Speck_CBC,Speck_CFB,Speck_OFB,Speck_CTR,Present_ECB,Present_CBC,Present_CFB,Present_OFB,Present_CTR,Clefia_ECB,Clefia_CBC,Clefia_CFB,Clefia_OFB,Clefia_CTR
letter advice cage absurd amount doctor acoustic avoid letter advice cage absurd amount doctor acoustic avoid letter advice cage absurd amount doctor acoustic bless,1314 53cc c9b6 df42 72fc f56f 3d78 28e7 5b00 bb6d 8d84 eca9 0b9b 24f3 efda 4831,0.3294944763183594,0.3535747528076172,0.32258033752441406,0.3132820129394531,0.41365623474121094,9.942054748535156,9.974002838134766,9.669303894042969,10.065317153930664,9.685277938842773,12.699127197265625,12.412071228027344,12.485742568969727,12.735128402709961,12.892007827758789
zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo vote,58a5 671e ccd0 5012 cd30 7c0c 9bb9 1be7 f2de d7d4 8393 b2a9 3919 0ee0 6a6c c699,0.209808349609375,0.22530555725097656,0.17905235290527344,0.1678466796875,0.21386146545410156,6.470203399658203,6.1817169189453125,5.896806716918945,5.777120590209961,6.191253662109375,7.902860641479492,7.98344612121582,6.837129592895508,6.863117218017578,8.002042770385742
ozone drill grab fiber curtain grace pudding thank cruise elder eight picnic,70e8 72ac 42ea 0fb9 d82d cf6c 8878 a055 0074 9f9a 5d4d 9877 d743 a5fe 7a46 b8c9,0.16307830810546875,0.16808509826660156,0.1552104949951172,0.15497207641601562,0.1888275146484375,4.74095344543457,4.831075668334961,4.80198860168457,4.898548126220703,4.658699035644531,5.63812255859375,5.741596221923828,5.731821060180664,5.718231201171875,5.71751594543457
gravity machine north sort system female filter attitude volume fold club stay feature office ecology stable narrow fog,bdac ba85 e22f 01f2 e5e1 3457 f8db 0ef5 0432 c548 21e2 2ed4 833a 0a57 b53a ee57,0.24580955505371094,0.2491474151611328,0.23603439331054688,0.2238750457763672,0.2346038818359375,7.590055465698242,7.087230682373047,7.339954376220703,7.171630859375,7.056236267089844,9.205341339111328,9.218215942382812,9.214639663696289,9.215116500854492,9.293079376220703
hamster diagram private dutch cause delay private meat slide toddler razor book happy fancy gospel tennis maple dilemma loan word shrug inflict delay length,85ea 064c 1c58 f74c 2bd8 4a2e c247 35e1 2599 8aef 8281 8788 5c34 ac00 7f4b daba,0.2930164337158203,0.3211498260498047,0.2911090850830078,0.2932548522949219,0.30422210693359375,9.493112564086914,9.543657302856445,9.411811828613281,9.775876998901367,9.404659271240234,11.601448059082031,11.502504348754883,11.581182479858398,11.434316635131836,11.5814208984375
scheme spot photo card baby mountain device kick cradle pact join borrow,5390 26d4 fa7f feb2 4b09 6308 4096 8ed1 e107 a343 d3e1 47b4 67d7 7c9e 7af6 f204,0.1609325408935547,0.1652240753173828,0.14853477478027344,0.14448165893554688,0.15044212341308594,4.947185516357422,4.7702789306640625,4.3888092041015625,4.32133674621582,4.784822463989258,5.760431289672852,5.771398544311523,5.759000778198242,5.775213241577148,5.813360214233398
horn tenant knee talent sponsor spell gate clip pulse soap slush warm silver nephew swap uncle crack brave,2f02 05c6 21b2 abeb 5205 3ac9 33dd 4f26 d237 438e 2b10 a5bf 4c27 703c 5a76 a564,0.20384788513183594,0.2372264862060547,0.20194053649902344,0.19788742065429688,0.20432472229003906,6.6375732421875,6.758928298950195,6.678342819213867,6.76727294921875,6.524085998535156,8.057355880737305,8.111953735351562,8.077383041381836,7.963418960571289,8.002042770385742
panda eyebrow bullet gorilla call smoke muffin taste mesh discover soft ostrich alcohol speed nation flash devote level hobby quick inner drive ghost inside,e982 e679 9921 e56b 3b5c f0f1 a06d 1200 ab14 3186 b7a5 b723 cfac bc8a cd3e 6015,0.2789497375488281,0.3006458282470703,0.27871131896972656,0.2789497375488281,0.2899169921875,9.909868240356445,9.404182434082031,9.77778434753418,9.545087814331055,9.509563446044922,11.415243148803711,11.682271957397461,11.547565460205078,11.648893356323242,11.54470443725586
cat swing flag economy stadium alone churn speed unique patch report train,adae 1989 44b8 94d5 bfcf d8f6 05c6 623e c347 0f1a 6613 041f 7446 a48a b450 d0a5,0.16188621520996094,0.16021728515625,0.1544952392578125,0.14495849609375,0.1652240753173828,4.796266555786133,4.804134368896484,4.803895950317383,4.882574081420898,5.024909973144531,6.682634353637695,6.653070449829102,6.818532943725586,7.013082504272461,7.072210311889648
light rule cinnamon wrap drastic word pride squirrel upgrade then income fatal apart sustain crack supply proud access,72b7 624e 678a 1ec2 b9f8 3e4f 47ec 5640 694b 7919 117c 8516 9b01 989a 6718 3425,0.2689361572265625,0.2899169921875,0.2853870391845703,0.274658203125,0.3027915954589844,8.997201919555664,8.467674255371094,7.696628570556641,8.342742919921875,8.521795272827148,9.329080581665039,9.150266647338867,9.240150451660156,9.282350540161133,9.186744689941406
all hour make first leader extend hole alien behind guard gospel lava path output census museum junior mass reopen famous sing advance salt reform,4431 75d7 3105 b114 edea e047 0a95 81c4 a88d b269 b92f e774 d251 34af b8d3 7da9,0.2892017364501953,0.3101825714111328,0.29277801513671875,0.2875328063964844,0.2853870391845703,9.037017822265625,8.986711502075195,8.92496109008789,9.283065795898438,8.772134780883789,11.527299880981445,11.462211608886719,11.620521545410156,11.474132537841797,11.464118957519531
vessel ladder alter error federal sibling chat ability sun glass valve picture,6350 b13c c95a c905 dfe4 8ebf 030e 5cd7 5099 28dd 5233 7db5 75db 39a7 d84a d224,0.14591217041015625,0.1556873321533203,0.15354156494140625,0.1437664031982422,0.14829635620117188,4.95457649230957,4.754304885864258,4.806280136108398,4.853963851928711,4.696846008300781,5.662441253662109,5.717754364013672,5.750417709350586,5.757331848144531,5.7201385498046875
scissors invite lock maple supreme raw rapid void congress muscle digital elegant little brisk hair mango congress clump,0f17 91a7 90cb c17e 12e5 2531 8354 2b8e d390 2592 37f7 31c1 83d6 1dcd 7fd1 e6f5,0.2276897430419922,0.2429485321044922,0.22912025451660156,0.22554397583007812,0.232696533203125,7.578372955322266,7.597446441650391,7.1735382080078125,7.25865364074707,7.500171661376953,9.088993072509766,9.231805801391602,9.199380874633789,9.256124496459961,9.092330932617188
void come effort suffer camp survey warrior heavy shoot primary clutch crush open amazing screen patrol group space point ten exist slush involve unfold,f8ce 5e9a 1674 2b3b 5fec f733 fe1c f613 f012 246e a324 ca1f 6787 f306 0e18 db0b,0.26869773864746094,0.2982616424560547,0.2894401550292969,0.27680397033691406,0.2913475036621094,9.713888168334961,9.47713851928711,9.100675582885742,9.115219116210938,9.366989135742188,11.49296760559082,11.568069458007812,11.469602584838867,11.808156967163086,11.89732551574707
abdikace abdikace abdikace abdikace abdikace abdikace abdikace abdikace abdikace abdikace abdikace agrese,5d8a 27aa 966c e9df 481a 25f3 d629 0fbc 2b22 fec9 ba43 04c3 d88a f628 a023 6bf3,0.22840499877929688,0.33593177795410156,0.22530555725097656,0.20575523376464844,0.209808349609375,6.691217422485352,6.746053695678711,6.670713424682617,6.884098052978516,6.56580924987793,8.102178573608398,7.950544357299805,8.03685188293457,7.971286773681641,8.02922248840332
abaisser abaisser abaisser abaisser abaisser abaisser abaisser abaisser abaisser abaisser abaisser abeille,0e18 0ccd aa73 7e8e d384 e0d5 843b de91 5573 0f61 54d4 784d 6e74 05e6 5815 7659,0.2014636993408203,0.22125244140625,0.2014636993408203,0.19669532775878906,0.20122528076171875,6.781816482543945,6.556510925292969,6.6394805908203125,6.736040115356445,6.5975189208984375,8.006095886230469,8.019447326660156,8.077383041381836,8.089303970336914,8.043766021728516
abaco abaco abaco abaco abaco abaco abaco abaco abaco abaco abaco abete,fb52 67fa 8d33 925b fc4d d35c 54f7 76b6 bceb 70d7 482f 16fe 1e76 2d48 a109 2b0c,0.15401840209960938,0.16117095947265625,0.1494884490966797,0.14281272888183594,0.148773193359375,4.343509674072266,4.298925399780273,4.189729690551758,4.325389862060547,4.236698150634766,5.780696868896484,5.790948867797852,5.79524040222168,5.855798721313477,6.6127777099609375
あいこくしん　あいこくしん　あいこくしん　あいこくしん　あいこくしん　あいこくしん　あいこくしん　あいこくしん　あいこくしん　あいこくしん　あいこくしん　あおぞら,f973 a7b7 0473 2f82 e29b c9d9 18e0 e565 869e 3719 5318 144d 39f1 387d ebb3 d467,0.518798828125,0.5199909210205078,0.5075931549072266,0.5018711090087891,0.5166530609130859,17.733335494995117,18.124103546142578,17.665863037109375,17.86351203918457,14.901876449584961,18.682241439819336,18.457651138305664,18.547773361206055,18.648862838745117,22.131919860839844
가격 가격 가격 가격 가격 가격 가격 가격 가격 가격 가격 가능,702a 85a2 d146 8bd2 d0e6 81cf 0337 76c3 d8fb 3f76 57dc 98e2 8a98 fe65 2660 816b,0.33354759216308594,0.3600120544433594,0.3383159637451172,0.33283233642578125,0.33736228942871094,11.408090591430664,11.463403701782227,11.91854476928711,11.963844299316406,12.01319694519043,14.266252517700195,15.165090560913086,14.510631561279297,13.98158073425293,14.2669677734375
abacate abacate abacate abacate abacate abacate abacate abacate abacate abacate abacate abater,0013 9336 b00f bce7 7790 067d 976d a958 b21f c55f c8d5 751b 0180 330b 5d44 062d,0.1804828643798828,0.2219676971435547,0.18024444580078125,0.171661376953125,0.18358230590820312,5.985498428344727,5.860805511474609,5.924224853515625,5.803823471069336,5.715370178222656,6.897687911987305,6.939172744750977,7.077217102050781,7.016897201538086,6.865978240966797
